epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.4588,2.29664,4.7776,2.37153,0.00114,0.34286,0.00281,0.0006,2.70588,4.74778,2.95588,0.00016,0.00016,0.00016
